raw_name;cleaned_name;ror_name;ror_link;country;ror_status
University Institute of Lisbon (ISCTE-IUL);universityinstituteoflisboniscteiul;Iscte Ð Instituto Universitrio de Lisboa;https://ror.org/014837179;Portugal;matched
CPB Netherlands Bureau of Economic Policy Analysis;cpbnetherlandsbureauofeconomicpolicyanalysis;CPB Netherlands Bureau for Economic Policy Analysis;https://ror.org/04rjxzd30;The Netherlands;matched
Western Sydney University, School of Law;westernsydneyuniversityschooloflaw;Western Sydney University;https://ror.org/03t52dk35;Australia;matched
University of Antwerp Law and Development Research Group and Institute of Policy Development;universityofantwerplawdevelopmentresearchgroupinstituteofpolicydevelopment;University of Antwerp;https://ror.org/008x57b05;Belgium;matched
affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;affiliationnotprovidedtossrnrussianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch;Institute of Applied Economic Research;https://ror.org/02d3hy418;Brazil;matched
Institute of Agricultural Economics (IEA) Belgrade;instituteofagriculturaleconomicsieabelgrade;Institute of Agricultural Economics;https://ror.org/00xh3h995;Bulgaria;matched
Sorbonne University;sorbonneuniversity;Sorbonne Universit;https://ror.org/02en5vm52;France;matched
Ministry of Industry and Technology;ministryofindustrytechnology;Ministry of Industry and Trade;https://ror.org/03j4eb467;Czechia;matched
Michigan State University - College of Law;michiganstateuniversitycollegeoflaw;Michigan State University;https://ror.org/05hs6h993;United States;matched
Institute of Development Studies (IDS), Brighton;instituteofdevelopmentstudiesidsbrighton;Institute of Development Studies;https://ror.org/0288jxv49;United Kingdom;matched
Solapur University, Shri Sant Damaji College;solapuruniversityshrisantdamajicollege;Solapur University;https://ror.org/026tktq31;India;matched
University of California, Santa Cruz, Students;universityofcaliforniasantacruzstudents;University of California, Santa Cruz;https://ror.org/03s65by71;United States;matched
Nanjing University of Finance and Economics;nanjinguniversityoffinanceeconomics;Nanjing University of Finance and Economics;https://ror.org/031y8am81;China;matched
A-Joshi Strategy Consultants (OPC) Pvt Ltd;ajoshistrategyconsultantsopcpvtltd;PR Consultants;https://ror.org/02vfhfv39;The Netherlands;matched
Institute of World Economics;instituteofworldeconomics;Institute of World Economics;https://ror.org/05e7k4575;Hungary;matched
Academy of Economic Studies of Moldova - Faculty of Finance;academyofeconomicstudiesofmoldovafacultyoffinance;Academy of Economic Studies of Moldova;https://ror.org/04d26v797;Moldova;matched
Ohio Northern University, Pettit College of Law, Students;ohionorthernuniversitypettitcollegeoflawstudents;Ohio Northern University;https://ror.org/052963a64;United States;matched
A member of the CGIAR Consortium - International Food Policy Research Institute (IFPRI);amemberofthecgiarconsortiuminternationalfoodpolicyresearchinstituteifpri;International Food Policy Research Institute;https://ror.org/03pxz9p87;United States;matched
Ethiopian Development Research Institute (EDRI);ethiopiandevelopmentresearchinstituteedri;Ethiopian Development Research Institute;https://ror.org/00anh1e03;Ethiopia;matched
University of Zambia (UNZA);universityofzambiaunza;University of Zambia;https://ror.org/03gh19d69;Zambia;matched
Groupe d'Economie Mondiale at Sciences Po (GEM Paris);groupedeconomiemondialeatsciencespogemparis;Institut d'Etudes Politiques de Paris;https://ror.org/05fe7ax82;France;matched
World Bank - Development Research Group (DECRG);worldbankdevelopmentresearchgroupdecrg;World Bank;https://ror.org/00ae7jd04;United States;matched
The Overseas Economic Cooperation Fund, Japan (OECF);theoverseaseconomiccooperationfundjapanoecf;The Conservation Fund;https://ror.org/04mxfzz97;United States;matched
Department of Industrial & Management Engineering;departmentofindustrialmanagementengineering;Department of Finance;https://ror.org/02yv9pn14;United Kingdom;matched
Tilburg Law School;tilburglawschool;Shihihutug University;https://ror.org/046v02698;Mongolia;matched
University of North America;universityofnorthamerica;AO North America;https://ror.org/00sax7541;United States;matched
Institute for Oil and Gas Studies, University of Cape Coast, Ghana and Kwame Nkrumah University of Science and Technology,;instituteforoilgasstudiesuniversityofcapecoastghanakwamenkrumahuniversityofsciencetechnology;Kwame Nkrumah University of Science and Technology;https://ror.org/00cb23x68;Ghana;matched
Russian Presidential Academy of National Economy and Public Administration;russianpresidentialacademyofnationaleconomypublicadministration;Academy of Public Administration;https://ror.org/054fdbt51;Azerbaijan;matched
St.Mary's College, Tuticorin;stmaryscollegetuticorin;Rust College;https://ror.org/02t6r9161;United States;matched
Maharshi Dayanand University;maharshidayananduniversity;Maharshi Dayanand University;https://ror.org/03kaab451;India;matched
Independent, Pondicherry University;independentpondicherryuniversity;Pondicherry University;https://ror.org/01a3mef16;India;matched
World Trade Institute;worldtradeinstitute;Fair Trade Institute;https://ror.org/00pkfs166;Japan;matched
Graduate School of Economics, Kyoto University;graduateschoolofeconomicskyotouniversity;Kyoto University;https://ror.org/02kpeqv85;Japan;matched
Institute for Studies in Industrial Development;instituteforstudiesinindustrialdevelopment;The Institute For Zen Studies;https://ror.org/009t4th85;Japan;matched
University of Oradea;universityoforadea;University of Oradea;https://ror.org/00wzhv093;Romania;matched
Vancouver School of Economics;vancouverschoolofeconomics;Paris School of Economics;https://ror.org/01qtp1053;France;matched
University of Hyderabad;universityofhyderabad;University of Hyderabad;https://ror.org/04a7rxb17;India;matched
German Institute for Economic Research (DIW Berlin);germaninstituteforeconomicresearchdiwberlin;German Institute for Economic Research;https://ror.org/0050vmv35;Germany;matched
Loughborough University - Loughborough Business School;loughboroughuniversityloughboroughbusinessschool;Loughborough University;https://ror.org/04vg4w365;United Kingdom;matched
PES University;pesuniversity;PES University;https://ror.org/05m169e78;India;matched
Samara University;samarauniversity;Samara National Research University;https://ror.org/05ggagb37;Russia;matched
Prof. S K Chakraborty Memorial Trust;profskchakrabortymemorialtrust;Kennedy Memorial Trust;https://ror.org/03qhewz33;United Kingdom;matched
Princeton University;princetonuniversity;Princeton University;https://ror.org/00hx57361;United States;matched
University of Delhi - Shri Ram College of Commerce;universityofdelhishriramcollegeofcommerce;University of Delhi;https://ror.org/04gzb2213;India;matched
Woldia University;woldiauniversity;Woldia University;https://ror.org/05a7f9k79;Ethiopia;matched
Temple University - Dept of Risk, Insurance & Health Management;templeuniversitydeptofriskinsurancehealthmanagement;Temple University;https://ror.org/00kx1jb78;United States;matched
Foreign Trade University (FTU);foreigntradeuniversityftu;Foreign Trade University;https://ror.org/03a8q7p75;Vietnam;matched
Stefan cel Mare University;stefancelmareuniversity;Air University;https://ror.org/03yfe9v83;Pakistan;matched
Labour Law Community (Belarus);labourlawcommunitybelarus;Community Link;https://ror.org/00mssm162;United States;matched
University of Bordeaux - Centre mile Durkheim;universityofbordeauxcentremiledurkheim;Universit de Bordeaux;https://ror.org/057qpr032;France;matched
Prenza National High School;prenzanationalhighschool;Yamaguchi Prefectural Asa High School;https://ror.org/01zccfn45;Japan;matched
California State University, Dominguez Hills;californiastateuniversitydominguezhills;California State University, Dominguez Hills;https://ror.org/04pyvbw03;United States;matched
Royal Melbourne Institute of Technology (RMIT University);royalmelbourneinstituteoftechnologyrmituniversity;RMIT University;https://ror.org/04ttjf776;Australia;matched
Illinois FOP Labor Council;illinoisfoplaborcouncil;Council of Southeast Pennsylvania;https://ror.org/05gd75v11;United States;matched
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Laboratory of Historical and Cultural Studies;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepalaboratoryofhistoricalculturalstudies;Russian Academy of Arts;https://ror.org/05960ca78;Russia;matched
Massachusetts Institute of Technology (MIT) - Department of Economics;massachusettsinstituteoftechnologymitdepartmentofeconomics;Massachusetts Institute of Technology;https://ror.org/042nb2s44;United States;matched
University of Florida - Warrington College of Business;universityoffloridawarringtoncollegeofbusiness;University of Florida;https://ror.org/02y3ad647;United States;matched
University of Texas at Arlington - Department of Accounting;universityoftexasatarlingtondepartmentofaccounting;The University of Texas at Arlington;https://ror.org/019kgqr73;United States;matched
State University of Bangladesh;stateuniversityofbangladesh;State University of Bangladesh;https://ror.org/01g14tq52;Bangladesh;matched
Universitas Muhammadiyah Palopo;universitasmuhammadiyahpalopo;Universitas Muhammadiyah Palu;https://ror.org/051xzna40;Indonesia;matched
The American University in Cairo;theamericanuniversityincairo;American University in Cairo;https://ror.org/0176yqn58;Egypt;matched
University of Paderborn;universityofpaderborn;University of Aden;https://ror.org/02w043707;Yemen;matched
George Mason University - Antonin Scalia Law School;georgemasonuniversityantoninscalialawschool;George Mason University;https://ror.org/02jqj7156;United States;matched
University of Southern Denmark (SDU Business School);universityofsoutherndenmarksdubusinessschool;University of Southern Denmark;https://ror.org/03yrrjy16;Denmark;matched
Keio University;keiouniversity;Keio University;https://ror.org/02kn6nx58;Japan;matched
George Washington University - School of Business;georgewashingtonuniversityschoolofbusiness;George Washington University;https://ror.org/00y4zzh67;United States;matched
Maharshi Dayanand University - Institute of Management Studies & Research;maharshidayananduniversityinstituteofmanagementstudiesresearch;IMS Unison University;https://ror.org/03efa8j75;India;matched
Vienna University of Economics and Business;viennauniversityofeconomicsbusiness;Vienna University of Economics and Business;https://ror.org/03yn8s215;Austria;matched
Shenzhen Technology University;shenzhentechnologyuniversity;Shenzhen Technology University;https://ror.org/04qzpec27;China;matched
University of Colorado School of Law;universityofcoloradoschooloflaw;University of Colorado System;https://ror.org/00jc20583;United States;matched
University of Mannheim - Business School;universityofmannheimbusinessschool;University of Mannheim;https://ror.org/031bsb921;Germany;matched
London School of Economics & Political Science (LSE) - Department of Accounting and Finance;londonschoolofeconomicspoliticalsciencelsedepartmentofaccountingfinance;London School of Economics and Political Science;https://ror.org/0090zs177;United Kingdom;matched
Vanderbilt University - Vanderbilt Law School;vanderbiltuniversityvanderbiltlawschool;Vanderbilt University;https://ror.org/02vm5rt34;United States;matched
Karlsruhe Institute of Technology;karlsruheinstituteoftechnology;Karlsruhe Institute of Technology;https://ror.org/04t3en479;Germany;matched
Regional Advisory Commision on Financial Markets;regionaladvisorycommisiononfinancialmarkets;Regional Health;https://ror.org/01d1vqp66;United States;matched
Independant;independant;;;;no_match
Federal Reserve Bank of Boston;federalreservebankofboston;Federal Reserve Bank of Boston;https://ror.org/01djrhs97;United States;matched
INCEIF UNIVERSITY;inceifuniversity;Life University;https://ror.org/01c0k9408;United States;matched
University of Houston;universityofhouston;University of Houston;https://ror.org/048sx0r50;United States;matched
